"Site_Name","Loc_Name","Year","QAQC","Spp_Code","mean","sd","se","Common_Name","Spp_Name","Category","TSN","Comments"
"Acadia NP","Schoodic Point","2019","FALSE","ASCNOD",0,0.04,0.023,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Schoodic Point","2019","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Schoodic Point","2019","FALSE","ALGGRE",0,0.02,0.011,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Schoodic Point","2019","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Schoodic Point","2019","FALSE","ROCK",0.1,0.02,0.011,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Schoodic Point","2019","FALSE","FUCSPP",0.4,0.09,0.05,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Schoodic Point","2019","FALSE","WATER",0,0.02,0.011,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2013","FALSE","BARSPP",0,0.02,0.009,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2013","FALSE","NONCOR",0.1,0.01,0.004,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2013","FALSE","CHOMAS",0.1,0.03,0.016,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2013","FALSE","ASCNOD",0.2,0.03,0.018,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2013","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2013","FALSE","ALGGRE",0,0.02,0.013,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2013","FALSE","ALGRED",0,0.01,0.003,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2013","FALSE","ROCK",0.1,0.03,0.015,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2013","FALSE","FUCSPP",0.3,0.03,0.015,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2013","FALSE","WATER",0,0.06,0.035,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2014","FALSE","BARSPP",0,0.01,0.004,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2014","FALSE","NONCOR",0.1,0.01,0.005,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2014","FALSE","CHOMAS",0.1,0.02,0.013,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2014","FALSE","ASCNOD",0.2,0,0.002,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2014","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2014","FALSE","ALGGRE",0,0.01,0.007,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2014","FALSE","ALGRED",0,0.01,0.007,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2014","FALSE","ROCK",0.1,0.03,0.02,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2014","FALSE","FUCSPP",0.4,0.02,0.013,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2014","FALSE","WATER",0,0.05,0.028,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2015","FALSE","BARSPP",0,0.01,0.005,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2015","FALSE","NONCOR",0,0.01,0.004,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2015","FALSE","CHOMAS",0,0.03,0.017,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2015","FALSE","ASCNOD",0.2,0.01,0.004,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2015","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2015","FALSE","ALGGRE",0,0.01,0.007,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2015","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2015","FALSE","ROCK",0.1,0.02,0.014,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2015","FALSE","FUCSPP",0.4,0.04,0.022,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2015","FALSE","WATER",0,0.05,0.03,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2016","FALSE","BARSPP",0,0.01,0.006,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2016","FALSE","NONCOR",0.1,0.02,0.009,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2016","FALSE","CHOMAS",0.1,0.05,0.027,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2016","FALSE","ASCNOD",0.2,0.03,0.019,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2016","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2016","FALSE","ALGGRE",0,0,0,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2016","FALSE","ALGRED",0,0.01,0.003,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2016","FALSE","ROCK",0,0.01,0.009,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2016","FALSE","FUCSPP",0.4,0.02,0.011,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2016","FALSE","WATER",0,0.06,0.035,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2017","FALSE","BARSPP",0,0.01,0.004,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2017","FALSE","NONCOR",0,0.04,0.023,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2017","FALSE","CHOMAS",0.1,0.01,0.005,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2017","FALSE","ASCNOD",0.2,0.01,0.007,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2017","FALSE","ALGBRO",0,0,0.002,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2017","FALSE","ALGGRE",0.1,0.01,0.008,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2017","FALSE","ALGRED",0,0.01,0.007,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2017","FALSE","ROCK",0,0.01,0.003,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2017","FALSE","FUCSPP",0.3,0.04,0.023,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2017","FALSE","WATER",0,0.03,0.014,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2018","FALSE","BARSPP",0,0.02,0.009,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2018","FALSE","NONCOR",0,0.03,0.02,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2018","FALSE","CHOMAS",0.1,0.01,0.004,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2018","FALSE","ASCNOD",0.3,0.02,0.011,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2018","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2018","FALSE","ALGGRE",0.1,0.06,0.035,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2018","FALSE","ALGRED",0,0.01,0.005,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2018","FALSE","ROCK",0.1,0.02,0.012,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2018","FALSE","FUCSPP",0.3,0.04,0.023,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2018","FALSE","WATER",0,0.05,0.029,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2018","TRUE","BARSPP",0,0,0.002,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2018","TRUE","NONCOR",0.1,0,0,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2018","TRUE","CHOMAS",0.1,0.02,0.011,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2018","TRUE","ASCNOD",0.3,0.06,0.035,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2018","TRUE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2018","TRUE","ALGGRE",0.1,0.01,0.007,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2018","TRUE","ALGRED",0,0.01,0.004,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2018","TRUE","ROCK",0.1,0.01,0.004,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2018","TRUE","FUCSPP",0.3,0.04,0.021,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2018","TRUE","WATER",0.1,0.07,0.04,"Water","Water","Substrate",-899,""
"Acadia NP","Ship Harbor","2019","FALSE","BARSPP",0,0.01,0.005,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Acadia NP","Ship Harbor","2019","FALSE","NONCOR",0.1,0.03,0.018,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Acadia NP","Ship Harbor","2019","FALSE","CHOMAS",0.1,0.01,0.009,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Acadia NP","Ship Harbor","2019","FALSE","ASCNOD",0.2,0.05,0.027,"Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Acadia NP","Ship Harbor","2019","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Acadia NP","Ship Harbor","2019","FALSE","ALGGRE",0,0.01,0.003,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Acadia NP","Ship Harbor","2019","FALSE","ALGRED",0,0,0.002,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Acadia NP","Ship Harbor","2019","FALSE","ROCK",0.1,0.02,0.013,"Rock","Rock","Substrate",-893,"rock"
"Acadia NP","Ship Harbor","2019","FALSE","FUCSPP",0.4,0.06,0.036,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Acadia NP","Ship Harbor","2019","FALSE","WATER",0,0.07,0.042,"Water","Water","Substrate",-899,""
"Boston Harbor NRA","Calf Island","2013","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2013","FALSE","ASCEPI",0,0.01,0.005,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2013","FALSE","BARSPP",0.1,0.04,0.025,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2013","FALSE","NONCOR",0.2,0.1,0.06,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2013","FALSE","CHOMAS",0.1,0.02,0.012,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2013","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2013","FALSE","ALGGRE",0,0,0,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2013","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2013","FALSE","ROCK",0.1,0.02,0.01,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2013","FALSE","FUCSPP",0.3,0.04,0.022,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Calf Island","2014","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2014","FALSE","ASCEPI",0,0.01,0.003,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2014","FALSE","BARSPP",0.1,0.02,0.014,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2014","FALSE","NONCOR",0.2,0.09,0.05,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2014","FALSE","CHOMAS",0.1,0.05,0.03,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2014","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2014","FALSE","ALGGRE",0,0.01,0.003,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2014","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2014","FALSE","ROCK",0.1,0.02,0.011,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2014","FALSE","FUCSPP",0.3,0.03,0.015,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Calf Island","2015","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2015","FALSE","ASCEPI",0,0.01,0.006,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2015","FALSE","BARSPP",0.2,0.05,0.031,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2015","FALSE","NONCOR",0.1,0.05,0.028,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2015","FALSE","CHOMAS",0.1,0.03,0.014,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2015","FALSE","ALGBRO",0,0.01,0.003,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2015","FALSE","ALGGRE",0,0.01,0.003,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2015","FALSE","ALGRED",0,0.01,0.003,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2015","FALSE","ROCK",0.2,0.02,0.009,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2015","FALSE","FUCSPP",0.2,0.03,0.015,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Calf Island","2016","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2016","FALSE","ASCEPI",0,0.02,0.009,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2016","FALSE","BARSPP",0.1,0.04,0.021,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2016","FALSE","NONCOR",0.2,0.08,0.048,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2016","FALSE","CHOMAS",0.1,0.03,0.019,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2016","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2016","FALSE","ALGGRE",0,0.01,0.006,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2016","FALSE","ALGRED",0,0.01,0.006,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2016","FALSE","ROCK",0,0.03,0.019,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2016","FALSE","FUCSPP",0.3,0.04,0.021,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Calf Island","2017","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2017","FALSE","ASCEPI",0,0.01,0.003,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2017","FALSE","BARSPP",0.2,0.04,0.025,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2017","FALSE","NONCOR",0.3,0.08,0.048,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2017","FALSE","CHOMAS",0.1,0.03,0.016,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2017","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2017","FALSE","ALGGRE",0,0.02,0.012,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2017","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2017","FALSE","ROCK",0,0.01,0.008,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2017","FALSE","FUCSPP",0.2,0.03,0.016,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Calf Island","2018","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2018","FALSE","ASCEPI",0,0.02,0.009,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2018","FALSE","BARSPP",0.1,0.01,0.006,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2018","FALSE","NONCOR",0.3,0.05,0.03,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2018","FALSE","CHOMAS",0.2,0.04,0.025,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2018","FALSE","ALGBRO",0,0.01,0.003,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2018","FALSE","ALGGRE",0,0.02,0.014,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2018","FALSE","ALGRED",0,0.01,0.003,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2018","FALSE","ROCK",0.1,0.03,0.019,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2018","FALSE","FUCSPP",0.2,0.05,0.03,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Calf Island","2019","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Calf Island","2019","FALSE","ASCEPI",0,0.01,0.005,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Calf Island","2019","FALSE","BARSPP",0.2,0.01,0.004,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Calf Island","2019","FALSE","NONCOR",0.2,0.05,0.031,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Calf Island","2019","FALSE","CHOMAS",0.2,0.02,0.011,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Calf Island","2019","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Calf Island","2019","FALSE","ALGGRE",0,0.04,0.023,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Calf Island","2019","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Calf Island","2019","FALSE","ROCK",0,0.02,0.011,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Calf Island","2019","FALSE","FUCSPP",0.2,0.04,0.021,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Green Island","2013","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Green Island","2013","FALSE","ASCEPI",0,0.01,0.003,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
