"Loc_Name","Year","QAQC","Spp_Code","mean","sd","se","Site_Name","Site_Code","Loc_Code","Common_Name","Spp_Name","Category","TSN","Comments"
"Otter Point","2013","0","NONCOR",0.082,0.035,0.02,"Acadia NP","ACAD","OTTPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Otter Point","2013","0","FUCEPI",0.034,0.017,0.01,"Acadia NP","ACAD","OTTPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Otter Point","2013","0","CHOMAS",0.065,0.047,0.027,"Acadia NP","ACAD","OTTPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Otter Point","2013","0","ASCNOD",0.188,0.065,0.038,"Acadia NP","ACAD","OTTPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Otter Point","2013","0","ROCK",0.145,0.01,0.006,"Acadia NP","ACAD","OTTPOI","Rock","Rock","Substrate",-893,"rock"
"Otter Point","2013","0","FUCSPP",0.195,0.127,0.073,"Acadia NP","ACAD","OTTPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Otter Point","2013","0","ULVSPP",0.019,0.022,0.013,"Acadia NP","ACAD","OTTPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Otter Point","2013","0","WATER",0.082,0.041,0.024,"Acadia NP","ACAD","OTTPOI","Water","Water","Substrate",-899,""
"Otter Point","2014","0","ASCEPI",0.108,0.023,0.013,"Acadia NP","ACAD","OTTPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Otter Point","2014","0","BARSPP",0.022,0.031,0.018,"Acadia NP","ACAD","OTTPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Otter Point","2014","0","NONCOR",0.028,0.048,0.028,"Acadia NP","ACAD","OTTPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Otter Point","2014","0","FUCEPI",0.035,0.013,0.008,"Acadia NP","ACAD","OTTPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Otter Point","2014","0","CHOMAS",0.041,0.034,0.02,"Acadia NP","ACAD","OTTPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Otter Point","2014","0","ASCNOD",0.181,0.043,0.025,"Acadia NP","ACAD","OTTPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Otter Point","2014","0","ROCK",0.226,0.019,0.011,"Acadia NP","ACAD","OTTPOI","Rock","Rock","Substrate",-893,"rock"
"Otter Point","2014","0","FUCSPP",0.185,0.081,0.047,"Acadia NP","ACAD","OTTPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Otter Point","2014","0","ULVSPP",0.009,0.009,0.005,"Acadia NP","ACAD","OTTPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Otter Point","2014","0","WATER",0.112,0.04,0.023,"Acadia NP","ACAD","OTTPOI","Water","Water","Substrate",-899,""
"Otter Point","2015","0","ASCEPI",0.189,0.046,0.027,"Acadia NP","ACAD","OTTPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Otter Point","2015","0","BARSPP",0.027,0.031,0.018,"Acadia NP","ACAD","OTTPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Otter Point","2015","0","NONCOR",0.125,0.097,0.056,"Acadia NP","ACAD","OTTPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Otter Point","2015","0","FUCEPI",0.037,0.023,0.013,"Acadia NP","ACAD","OTTPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Otter Point","2015","0","CHOMAS",0.039,0.033,0.019,"Acadia NP","ACAD","OTTPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Otter Point","2015","0","ASCNOD",0.151,0.065,0.038,"Acadia NP","ACAD","OTTPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Otter Point","2015","0","ROCK",0.084,0.086,0.05,"Acadia NP","ACAD","OTTPOI","Rock","Rock","Substrate",-893,"rock"
"Otter Point","2015","0","FUCSPP",0.201,0.102,0.059,"Acadia NP","ACAD","OTTPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Otter Point","2015","0","ULVSPP",0.025,0.023,0.013,"Acadia NP","ACAD","OTTPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Otter Point","2015","0","WATER",0.092,0.044,0.025,"Acadia NP","ACAD","OTTPOI","Water","Water","Substrate",-899,""
"Otter Point","2016","0","ASCEPI",0.128,0.015,0.009,"Acadia NP","ACAD","OTTPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Otter Point","2016","0","BARSPP",0.029,0.043,0.025,"Acadia NP","ACAD","OTTPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Otter Point","2016","0","NONCOR",0.16,0.059,0.034,"Acadia NP","ACAD","OTTPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Otter Point","2016","0","FUCEPI",0.012,0.006,0.003,"Acadia NP","ACAD","OTTPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Otter Point","2016","0","CHOMAS",0.053,0.041,0.024,"Acadia NP","ACAD","OTTPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Otter Point","2016","0","ASCNOD",0.203,0.022,0.013,"Acadia NP","ACAD","OTTPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Otter Point","2016","0","ROCK",0.037,0.009,0.005,"Acadia NP","ACAD","OTTPOI","Rock","Rock","Substrate",-893,"rock"
"Otter Point","2016","0","FUCSPP",0.201,0.126,0.073,"Acadia NP","ACAD","OTTPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Otter Point","2016","0","ULVSPP",0,0,0,"Acadia NP","ACAD","OTTPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Otter Point","2016","0","WATER",0.092,0.036,0.021,"Acadia NP","ACAD","OTTPOI","Water","Water","Substrate",-899,""
"Schoodic Point","2013","0","ASCEPI",0.002,0.004,0.002,"Acadia NP","ACAD","SCHPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Schoodic Point","2013","0","BARSPP",0.177,0.064,0.037,"Acadia NP","ACAD","SCHPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Schoodic Point","2013","0","NONCOR",0.044,0.031,0.018,"Acadia NP","ACAD","SCHPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Schoodic Point","2013","0","FUCEPI",0.016,0.007,0.004,"Acadia NP","ACAD","SCHPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Schoodic Point","2013","0","CHOMAS",0.106,0.031,0.018,"Acadia NP","ACAD","SCHPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Schoodic Point","2013","0","ASCNOD",0.028,0.019,0.011,"Acadia NP","ACAD","SCHPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Schoodic Point","2013","0","ROCK",0.175,0.065,0.038,"Acadia NP","ACAD","SCHPOI","Rock","Rock","Substrate",-893,"rock"
"Schoodic Point","2013","0","FUCSPP",0.377,0.069,0.04,"Acadia NP","ACAD","SCHPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Schoodic Point","2013","0","ULVSPP",0.02,0.02,0.012,"Acadia NP","ACAD","SCHPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Schoodic Point","2013","0","WATER",0.019,0.017,0.01,"Acadia NP","ACAD","SCHPOI","Water","Water","Substrate",-899,""
"Schoodic Point","2014","0","ASCEPI",0.003,0.005,0.003,"Acadia NP","ACAD","SCHPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Schoodic Point","2014","0","BARSPP",0.19,0.052,0.03,"Acadia NP","ACAD","SCHPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Schoodic Point","2014","0","NONCOR",0.026,0.027,0.016,"Acadia NP","ACAD","SCHPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Schoodic Point","2014","0","FUCEPI",0.044,0.003,0.002,"Acadia NP","ACAD","SCHPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Schoodic Point","2014","0","CHOMAS",0.056,0.015,0.009,"Acadia NP","ACAD","SCHPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Schoodic Point","2014","0","ASCNOD",0.035,0.024,0.014,"Acadia NP","ACAD","SCHPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Schoodic Point","2014","0","ROCK",0.133,0.002,0.001,"Acadia NP","ACAD","SCHPOI","Rock","Rock","Substrate",-893,"rock"
"Schoodic Point","2014","0","FUCSPP",0.413,0.017,0.01,"Acadia NP","ACAD","SCHPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Schoodic Point","2014","0","ULVSPP",0.021,0.016,0.009,"Acadia NP","ACAD","SCHPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Schoodic Point","2014","0","WATER",0.016,0.008,0.005,"Acadia NP","ACAD","SCHPOI","Water","Water","Substrate",-899,""
"Schoodic Point","2015","0","ASCEPI",0,0,0,"Acadia NP","ACAD","SCHPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Schoodic Point","2015","0","BARSPP",0.188,0.053,0.031,"Acadia NP","ACAD","SCHPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Schoodic Point","2015","0","NONCOR",0.017,0.029,0.017,"Acadia NP","ACAD","SCHPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Schoodic Point","2015","0","FUCEPI",0.062,0.029,0.017,"Acadia NP","ACAD","SCHPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Schoodic Point","2015","0","CHOMAS",0.039,0.022,0.013,"Acadia NP","ACAD","SCHPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Schoodic Point","2015","0","ASCNOD",0.044,0.023,0.013,"Acadia NP","ACAD","SCHPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Schoodic Point","2015","0","ROCK",0.154,0.018,0.01,"Acadia NP","ACAD","SCHPOI","Rock","Rock","Substrate",-893,"rock"
"Schoodic Point","2015","0","FUCSPP",0.338,0.053,0.031,"Acadia NP","ACAD","SCHPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Schoodic Point","2015","0","ULVSPP",0.035,0.018,0.01,"Acadia NP","ACAD","SCHPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Schoodic Point","2015","0","WATER",0.029,0.007,0.004,"Acadia NP","ACAD","SCHPOI","Water","Water","Substrate",-899,""
"Schoodic Point","2016","0","ASCEPI",0,0,0,"Acadia NP","ACAD","SCHPOI","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Schoodic Point","2016","0","BARSPP",0.147,0.041,0.024,"Acadia NP","ACAD","SCHPOI","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Schoodic Point","2016","0","NONCOR",0.107,0.033,0.019,"Acadia NP","ACAD","SCHPOI","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Schoodic Point","2016","0","FUCEPI",0.029,0.01,0.006,"Acadia NP","ACAD","SCHPOI","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Schoodic Point","2016","0","CHOMAS",0.055,0.023,0.013,"Acadia NP","ACAD","SCHPOI","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Schoodic Point","2016","0","ASCNOD",0.039,0.018,0.01,"Acadia NP","ACAD","SCHPOI","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Schoodic Point","2016","0","ROCK",0.068,0.028,0.016,"Acadia NP","ACAD","SCHPOI","Rock","Rock","Substrate",-893,"rock"
"Schoodic Point","2016","0","FUCSPP",0.43,0.043,0.025,"Acadia NP","ACAD","SCHPOI","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Schoodic Point","2016","0","ULVSPP",0.026,0.015,0.009,"Acadia NP","ACAD","SCHPOI","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Schoodic Point","2016","0","WATER",0.021,0.011,0.006,"Acadia NP","ACAD","SCHPOI","Water","Water","Substrate",-899,""
"Ship Harbor","2013","0","ASCEPI",0.026,0.017,0.01,"Acadia NP","ACAD","SHIHAR","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Ship Harbor","2013","0","BARSPP",0.017,0.016,0.009,"Acadia NP","ACAD","SHIHAR","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Ship Harbor","2013","0","NONCOR",0.069,0.006,0.003,"Acadia NP","ACAD","SHIHAR","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Ship Harbor","2013","0","FUCEPI",0.046,0.017,0.01,"Acadia NP","ACAD","SHIHAR","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Ship Harbor","2013","0","CHOMAS",0.086,0.028,0.016,"Acadia NP","ACAD","SHIHAR","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Ship Harbor","2013","0","ASCNOD",0.223,0.032,0.018,"Acadia NP","ACAD","SHIHAR","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Ship Harbor","2013","0","ROCK",0.09,0.026,0.015,"Acadia NP","ACAD","SHIHAR","Rock","Rock","Substrate",-893,"rock"
"Ship Harbor","2013","0","FUCSPP",0.273,0.026,0.015,"Acadia NP","ACAD","SHIHAR","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Ship Harbor","2013","0","ULVSPP",0.082,0.005,0.003,"Acadia NP","ACAD","SHIHAR","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Ship Harbor","2013","0","WATER",0.043,0.06,0.035,"Acadia NP","ACAD","SHIHAR","Water","Water","Substrate",-899,""
"Ship Harbor","2014","0","ASCEPI",0.049,0.007,0.004,"Acadia NP","ACAD","SHIHAR","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Ship Harbor","2014","0","BARSPP",0.004,0.006,0.003,"Acadia NP","ACAD","SHIHAR","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Ship Harbor","2014","0","NONCOR",0.064,0.008,0.005,"Acadia NP","ACAD","SHIHAR","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Ship Harbor","2014","0","FUCEPI",0.03,0.006,0.003,"Acadia NP","ACAD","SHIHAR","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Ship Harbor","2014","0","CHOMAS",0.08,0.023,0.013,"Acadia NP","ACAD","SHIHAR","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Ship Harbor","2014","0","ASCNOD",0.229,0.004,0.002,"Acadia NP","ACAD","SHIHAR","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Ship Harbor","2014","0","ROCK",0.078,0.034,0.02,"Acadia NP","ACAD","SHIHAR","Rock","Rock","Substrate",-893,"rock"
"Ship Harbor","2014","0","FUCSPP",0.366,0.023,0.013,"Acadia NP","ACAD","SHIHAR","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Ship Harbor","2014","0","ULVSPP",0.024,0.014,0.008,"Acadia NP","ACAD","SHIHAR","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Ship Harbor","2014","0","WATER",0.034,0.049,0.028,"Acadia NP","ACAD","SHIHAR","Water","Water","Substrate",-899,""
"Ship Harbor","2015","0","ASCEPI",0.029,0.006,0.003,"Acadia NP","ACAD","SHIHAR","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Ship Harbor","2015","0","BARSPP",0.009,0.009,0.005,"Acadia NP","ACAD","SHIHAR","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Ship Harbor","2015","0","NONCOR",0.048,0.007,0.004,"Acadia NP","ACAD","SHIHAR","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Ship Harbor","2015","0","FUCEPI",0.027,0.009,0.005,"Acadia NP","ACAD","SHIHAR","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Ship Harbor","2015","0","CHOMAS",0.044,0.029,0.017,"Acadia NP","ACAD","SHIHAR","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Ship Harbor","2015","0","ASCNOD",0.254,0.003,0.002,"Acadia NP","ACAD","SHIHAR","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Ship Harbor","2015","0","ROCK",0.101,0.024,0.014,"Acadia NP","ACAD","SHIHAR","Rock","Rock","Substrate",-893,"rock"
"Ship Harbor","2015","0","FUCSPP",0.399,0.038,0.022,"Acadia NP","ACAD","SHIHAR","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Ship Harbor","2015","0","ULVSPP",0.015,0.011,0.006,"Acadia NP","ACAD","SHIHAR","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Ship Harbor","2015","0","WATER",0.044,0.051,0.029,"Acadia NP","ACAD","SHIHAR","Water","Water","Substrate",-899,""
"Ship Harbor","2016","0","ASCEPI",0.059,0.018,0.01,"Acadia NP","ACAD","SHIHAR","Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Ship Harbor","2016","0","BARSPP",0.011,0.01,0.006,"Acadia NP","ACAD","SHIHAR","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Ship Harbor","2016","0","NONCOR",0.121,0.016,0.009,"Acadia NP","ACAD","SHIHAR","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Ship Harbor","2016","0","FUCEPI",0.032,0.012,0.007,"Acadia NP","ACAD","SHIHAR","Fucus epibiont","Fucus epibiont","Species Group",-11334,"organism that lives on the surface of Fucus Spp."
"Ship Harbor","2016","0","CHOMAS",0.066,0.048,0.028,"Acadia NP","ACAD","SHIHAR","Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Ship Harbor","2016","0","ASCNOD",0.199,0.034,0.02,"Acadia NP","ACAD","SHIHAR","Knotted Wrack","Ascophyllum nodosum","Species",11331,"brown algae species"
"Ship Harbor","2016","0","ROCK",0.028,0.015,0.009,"Acadia NP","ACAD","SHIHAR","Rock","Rock","Substrate",-893,"rock"
"Ship Harbor","2016","0","FUCSPP",0.414,0.019,0.011,"Acadia NP","ACAD","SHIHAR","Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Ship Harbor","2016","0","ULVSPP",0.002,0.003,0.002,"Acadia NP","ACAD","SHIHAR","Sea Lettuce","Ulva spp.","Genus",6559,"green algae genus; used to be named Enteromorpha"
"Ship Harbor","2016","0","WATER",0.038,0.06,0.035,"Acadia NP","ACAD","SHIHAR","Water","Water","Substrate",-899,""
"Calf Island","2013","0","BARSPP",0.09,0.043,0.025,"Boston Harbor NRA","BOHA","CALISL","Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Calf Island","2013","0","NONCOR",0.186,0.103,0.059,"Boston Harbor NRA","BOHA","CALISL","Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
